id_poliza,numero_poliza,id_cliente,tipo_cliente,documento_cliente,nombre_cliente,segmento,canal_origen,intermediario_id,intermediario_nombre,linea_negocio,producto,plan,moneda,suma_asegurada,deducible,coberturas_clave,fecha_inicio_vigencia,fecha_fin_vigencia,ciclo,estado_poliza,renovable,fecha_renovacion_estimada,estado_renovacion,motivo_no_renovacion,prima_neta,impuestos,prima_total,forma_pago,frecuencia_pago,estado_pago,dias_mora,valor_en_mora,fecha_ultimo_pago,numero_siniestros_12m,valor_siniestros_12m,ratio_siniestralidad_12m,score_riesgo,score_renovacion,categoria_prioridad,asesor_asignado_id,asesor_asignado_nombre,fecha_ultima_gestion,resultado_ultima_gestion,proxima_accion,fecha_proxima_accion,observaciones,telefono_cliente,email_cliente,ciudad_cliente,departamento_cliente,created_at,updated_at,fuente_dato,version_registro,antiguedad_cliente_meses,valor_total_primas_cliente,n_polisas_activas_cliente,lifetime_value_estimado,prob_churn,motivo_riesgo_churn,fecha_envio_cotizacion,fecha_respuesta_cliente,estado_cotizacion,competidor_reportado,descuento_ofrecido_pct,incremento_prima_pct,razon_ajuste_prima,metodo_recaudo,banco_recaudo,referencia_recaudo,promesa_pago_fecha,promesa_pago_valor,cobranza_etapa,cobranza_ult_gestion_fecha,cobranza_ult_resultado,semáforo_vencimiento,dias_para_vencimiento,ventana_renovacion_dias,kpi_retencion_cliente,kpi_retencion_producto,kpi_retencion_asesor,kpi_tiempo_promedio_renovacion_dias,kpi_contactabilidad,kpi_tasa_mora,kpi_siniestros_promedio_12m,kpi_ratio_siniestralidad_producto,riesgo_fraude_score,riesgo_fraude_flag,riesgo_cobertura_inadecuada_flag,nps_ultimo,csat_ultimo,quejas_12m,pqr_12m,reclamos_12m,canal_preferido_contacto,horario_preferido_contacto,idioma_preferido,consentimiento_marketing,consentimiento_whatsapp,consentimiento_email,broker_score,broker_tipo,broker_comision_pct,broker_comision_valor,campaña_actual,lead_source,utm_source,utm_medium,utm_campaign,ultima_interaccion_canal,ultima_interaccion_fecha,ultima_interaccion_detalle,sla_respuesta_horas,sla_cumplido_flag,prioridad_operativa,estado_documentacion,documentos_faltantes,fecha_ultima_actualizacion_docs,tipo_factura,numero_factura,fecha_factura,fecha_venc_factura,anexo_renovacion_flag,fecha_emision_anexo,motivo_anexo,usuario_aprueba_anexo,riesgo_operacional_flag,riesgo_operacional_detalle,alertas_activas,alerta_principal,geoloc_lat,geoloc_lon,zona_riesgo_geo,indice_climatico_zona,canal_pago_preferido,autopago_flag,autopago_fecha_activacion,ticket_soporte_abierto_flag,ticket_soporte_id,ticket_soporte_estado,custom_field_001,custom_field_002,custom_field_003,custom_field_004,custom_field_005,custom_field_006,custom_field_007,custom_field_008,custom_field_009,custom_field_010,custom_field_011,custom_field_012,custom_field_013,custom_field_014,custom_field_015,custom_field_016,custom_field_017,custom_field_018,custom_field_019,custom_field_020,custom_field_021,custom_field_022,custom_field_023,custom_field_024,custom_field_025,custom_field_026,custom_field_027,custom_field_028,custom_field_029,custom_field_030,custom_field_031,custom_field_032,custom_field_033,custom_field_034,custom_field_035,custom_field_036,custom_field_037,custom_field_038,custom_field_039,custom_field_040,custom_field_041,custom_field_042,custom_field_043,custom_field_044,custom_field_045,custom_field_046,custom_field_047,custom_field_048,custom_field_049,custom_field_050,custom_field_051,custom_field_052,custom_field_053,custom_field_054,custom_field_055,custom_field_056,custom_field_057,custom_field_058,custom_field_059
POLX8PLWQ1QU1,9105332-43,CLICS4A2IS069,jurídica,996937873,Empresa Pérez S.A.S.,PYME,Alianza,,,RC,RC Profesional,B,COP,26684400.0,$1.000.000,ampliada,2025-11-29,2026-11-29,anual,vigente,sí,2026-11-29,perdida,,1783800.0,305400.0,2089200.0,contado,mensual,en_mora,28,546400.0,2025-12-31,0,0.0,0.0,45,54,C,ASES004,Carlos Díaz,2026-01-01,no_interesado,whatsapp,2026-01-30,Revisar mora,+573989963685,empresa.perez21@example.com,Cali,Valle del Cauca,2025-02-07,2025-12-24,crm,3,14,10927700.0,5,35808800.0,0.0451,,2026-01-03,2026-01-06,enviada,Aseguradora Z,0.0,-0.0333,Cambio cobertura,Transferencia,Banco de Bogotá,REC71I1DTTOP,2026-02-01,485700.0,tardía,2026-01-10,contactado,verde,312,45,0.8845,0.4957,0.7697,13,0.7027,0.0581,0.383,0.0,14,no,sí,54,100,0,0,0,,,es,no,sí,sí,82,,0.0,0.0,,broker,meta,organic,,whatsapp,2026-01-20,consulta renovación,19,sí,baja,en_revision,soat,2025-10-02,,,,,no,,,,sí,datos_inconsistentes,0,,3.210779,-73.434814,alta,0.318,Transferencia,no,,no,,,6164,,329,,,,0.6469,,flag_no,4734,,,,,tag_b,3639,,8590,0.4941,,,,,,,,458,1660,,,,,,0.6203,,,6818,0.5442,0.7398,,8033,,flag_si,,NA,0.7059,0.5342,,,7568,,,,6524,,0.6789,,,
POLL4B731660U,5506509-85,CLID71EEZUH9W,jurídica,902550244,Empresa Martínez S.A.S.,Masivo,Alianza,,,Salud,Salud Complementaria,Gold,COP,17408800.0,10%,basica+asistencia,2025-08-04,2026-08-04,anual,vigente,sí,2026-08-04,aceptada,,1464500.0,179800.0,1644300.0,financiado,trimestral,en_mora,37,637400.0,2026-01-11,0,0.0,0.0,63,91,C,ASES001,Laura Gómez,2025-12-25,no_contactado,email,2026-02-08,Revisar mora,+573468548895,empresa.martinez79@example.com,Barranquilla,Atlántico,2025-11-01,2025-12-24,core,5,41,4331400.0,2,12232100.0,0.1954,,2026-01-17,2026-01-17,enviada,,0.0435,0.1032,Ajuste técnico,Débito automático,,REC7SNPFC5A2,2026-02-04,422800.0,tardía,2026-01-02,pago_parcial,verde,195,45,0.754,0.7407,0.6993,4,0.9511,0.2713,0.733,0.5293,16,no,no,30,50,0,1,0,llamada,noche,en,no,sí,sí,58,,0.0,0.0,Winback,web,meta,email,renewals,email,2025-12-11,pago,54,no,alta,completa,,2025-12-05,electrónica,FACIXWKP748F,2026-01-02,2026-01-13,no,,,,sí,recaudo,4,vencimiento,7.899916,-73.441258,baja,0.7673,Débito,sí,2025-04-28,no,,,0.1048,,9087,,0.8583,719,tag_a,3774,,6335,,0.3098,0.9713,,518,9972,0.1179,tag_a,0.9583,680,,2015,tag_a,0.091,4211,tag_a,4336,6668,,,flag_no,7376,,,,,2859,,0.231,0.0466,,0.7051,,,,tag_a,0.8503,,,,,4745,tag_a,,,,0.4341,,
POL80HNSFE1V0,7969139-56,CLI6UM6TT9H9L,jurídica,881407359,Empresa Pérez S.A.S.,Masivo,Broker,BRKEANOKQOG,Broker Andes,RC,RC General,C,COP,6003500.0,5%,ampliada,2024-07-22,2025-07-22,anual,cancelada,no,,,,1763100.0,315400.0,2078500.0,financiado,mensual,al_dia,0,0.0,2026-01-21,1,948700.0,0.4564,38,35,B,ASES001,Laura Gómez,2026-01-09,no_contactado,enviar_cotizacion,2026-02-03,Cliente solicita ajuste de cobertura,+573968118091,empresa.perez82@example.com,Bucaramanga,Santander,2025-07-23,2026-01-14,broker,2,82,6032300.0,2,10178200.0,0.1979,,,,,,0.0,-0.0302,,PSE,BBVA,RECYRA65EC0T,,0.0,normal,,,rojo,-183,45,0.7187,0.9654,0.8828,7,0.7456,0.2866,0.306,0.268,23,no,sí,41,79,0,1,0,whatsapp,mañana,en,sí,no,no,70,empresa,0.0262,46200.0,Renueva 2026,callcenter,meta,,brand,whatsapp,2025-12-29,cambio cobertura,18,sí,alta,incompleta,cedula,2026-01-17,,,,,sí,2026-01-14,actualizacion_datos,u_comercial,no,,1,mora,3.600177,-72.573918,baja,0.8027,Débito,no,,no,,,0.4739,0.1937,,,1437,,,,,0.2084,,0.6613,0.9113,tag_a,,0.4038,tag_b,4781,,,0.2077,4215,1835,,,8294,0.6487,,,2201,9749,0.8712,0.7483,0.8688,,,,,0.5366,,0.7519,,,2653,5467,0.1401,,9660,,,0.3483,,432,4580,,,,6544,
POL4HU270A0WE,6811782-54,CLIU4BMZTNE0V,natural,728708660,Valentina Herrera,Masivo,Directo,,,Cumplimiento,Cumplimiento Judicial,Gold,COP,2966700.0,$1.000.000,ampliada,2025-03-05,2026-03-05,anual,vigente,sí,2026-03-05,pendiente,,1862200.0,333300.0,2195500.0,financiado,anual,al_dia,0,0.0,2025-10-18,2,0.0,0.0,47,41,B,ASES002,Juan Pérez,2026-01-15,no_contactado,visita,2026-01-27,Pendiente documentos,+573196818914,valentina.herrera82@example.com,Cartagena,Bolívar,2025-10-22,2026-01-18,broker,1,53,3755100.0,3,11694500.0,0.2793,,,,,,0.0,0.0341,,Transferencia,Bancolombia,RECE90EQEIHU,,0.0,normal,,,amarillo,43,45,0.8146,0.8452,0.8968,12,0.7542,0.0109,0.67,0.4044,1,no,sí,7,93,0,0,0,email,,en,sí,sí,no,77,,0.0,0.0,Renueva 2026,callcenter,google,organic,brand,llamada,2025-12-30,,11,sí,alta,incompleta,soat,2025-11-14,electrónica,FACLF6HPKYHE,2026-01-11,2026-01-30,sí,2025-10-31,cambio_cobertura,,no,,4,docs,7.440661,-73.416483,baja,0.2199,Transferencia,no,,no,,,0.9451,,5795,,,1701,2104,NA,,0.2145,,,0.0742,,,0.8915,,,0.8477,,,8878,,flag_no,,0.9926,,,160,6698,,,,,,,1457,,,,1013,0.6794,3939,0.9367,,,4767,,4439,,0.8269,,,,,7384,7682,flag_si,4808
POLSN5QC35AZN,8159792-15,CLI15H25ZHL0Q,natural,1385971169,Juan Herrera,Masivo,Broker,BRKUELZ2R82,Broker Capital,Hogar,Hogar Básico,A,COP,11252600.0,$1.000.000,ampliada,2025-08-01,2026-08-01,anual,vigente,sí,2026-08-01,cotizada,,1846200.0,276700.0,2122900.0,financiado,trimestral,en_mora,54,705000.0,2025-11-30,0,0.0,0.0,53,76,C,ASES003,Diana Rojas,2025-12-30,no_contactado,email,2026-02-03,Enviar propuesta,+573383458592,juan.herrera3@example.com,Cartagena,Bolívar,2026-01-17,2025-12-24,batch_import,1,113,2836800.0,6,7882700.0,0.0,,2025-12-28,,enviada,,0.1174,0.084,IPC,Efectivo,Bancolombia,RECGJY4HPK4L,2026-02-03,624600.0,preventiva,2026-01-21,contactado,verde,192,45,0.8148,0.7993,0.8015,7,0.7231,0.2155,0.401,0.0736,11,no,no,87,61,0,1,0,,tarde,es,sí,no,sí,100,,0.0432,79800.0,Renueva 2026,,google,organic,q1_2026,portal,2025-11-26,,17,sí,alta,incompleta,soat,2026-01-21,electrónica,FAC48QNPAS8P,2025-11-26,2025-12-26,sí,2026-01-05,,u_operaciones,no,,4,mora,4.113502,-77.481367,media,0.2453,Débito,sí,2025-10-27,sí,TCK69OP2C8HH4,,,0.4759,0.9543,,0.2474,,0.7316,,,,,,,,,,,3198,,,,,,,,tag_b,0.4394,tag_b,,,7010,4990,8828,,,0.2978,flag_no,9137,1732,0.4559,0.0712,0.7987,,tag_b,,,0.2433,,0.7254,,,0.0683,,,6812,,,7025,3590
POLANQ6V097PN,8076738-30,CLILF0XSZ6XJ3,natural,1766627878,Miguel Díaz,Masivo,Digital,,,Pyme,Pyme Integral,C,COP,5390400.0,0,premium,2024-10-19,2025-10-19,anual,vencida,no,,,,1770400.0,267100.0,2037500.0,recaudo,mensual,al_dia,0,0.0,2025-11-24,1,586500.0,0.2879,41,90,B,ASES003,Diana Rojas,2026-01-02,contactado,llamar,2026-02-08,Pendiente documentos,+573678361314,miguel.diaz7@example.com,Barranquilla,Atlántico,2025-10-19,2026-01-06,core,4,95,4538600.0,6,13330700.0,0.1516,,,,,,0.0,0.018,,Transferencia,Bancolombia,REC01S9BAY6B,,0.0,normal,,,rojo,-94,45,0.7319,0.8632,0.9105,9,0.5503,0.2672,0.325,0.0,7,no,sí,12,81,0,0,0,llamada,tarde,es,sí,sí,sí,57,,0.0,0.0,Winback,callcenter,linkedin,cpc,brand,portal,2025-12-20,,64,no,baja,en_revision,,2025-11-23,,,,,no,,,,no,,4,siniestro,3.929446,-74.447398,alta,0.2872,Tarjeta,no,,no,,,0.177,4812,,887,NA,2898,0.634,9356,0.3642,,,3345,tag_b,6516,,0.8524,,9935,4942,,,,,0.7566,,,,,,,,,6668,,,0.6105,,,9833,,,,NA,,496,,0.3642,NA,,7829,,0.2099,,NA,,,9302,,
POLYK3X5ZN9C5,1847639-14,CLIL19Z9E076W,natural,1249050384,Carlos Pérez,Corporate,Broker,BRKQY8ECV84,Broker Andes,Vida,Vida Individual,Platinum,COP,12482500.0,10%,basica+asistencia,2024-03-22,2025-03-22,anual,vencida,no,,,,1557200.0,236000.0,1793200.0,recaudo,anual,al_dia,0,0.0,2025-10-22,0,0.0,0.0,47,54,B,ASES003,Diana Rojas,2026-01-10,no_contactado,enviar_cotizacion,2026-01-29,Pendiente documentos,+573334806124,carlos.perez7@example.com,Bogotá,Cundinamarca,2025-02-17,2025-12-26,broker,2,98,6099800.0,4,15815200.0,0.0953,,,,,,0.0,0.0088,Siniestralidad,Efectivo,Davivienda,RECLKWES65O4,,0.0,normal,,,rojo,-305,45,0.7331,0.8402,0.7855,14,0.665,0.1437,1.516,0.0981,6,no,no,63,39,0,2,0,llamada,mañana,es,no,sí,sí,91,empresa,0.1067,166200.0,Cross-sell,web,linkedin,cpc,,email,2026-01-20,cambio cobertura,54,no,alta,completa,,2025-12-24,electrónica,FACJC57V3WPX,2025-11-01,2025-12-01,sí,2025-11-04,,,sí,,0,,6.41155,-74.165936,media,0.5578,Tarjeta,no,,sí,TCK9LY6PSF14P,cerrado,,0.2269,flag_si,,,,0.7953,0.6308,5014,,,tag_a,flag_si,174,,,,0.5876,,0.3535,,0.4825,,9778,,0.5973,,,4981,8375,,,2923,,2313,,6597,,,7707,,tag_b,,0.4725,,,6332,0.6983,,4270,6857,,,,,,,,
POLUXPG3JPA9F,9427442-17,CLI20AK6N0XIK,natural,140699971,Mariana García,Masivo,Broker,BRKFZOWGDCO,Broker Integral,Autos,Auto Full,B,COP,5855700.0,10%,basica+asistencia,2025-01-09,2026-01-09,anual,cancelada,no,,,,763100.0,132100.0,895200.0,financiado,anual,al_dia,0,0.0,2025-11-02,0,0.0,0.0,69,75,B,ASES004,Carlos Díaz,2025-12-15,no_contactado,whatsapp,2026-02-10,Cliente solicita ajuste de cobertura,+573155142813,mariana.garcia33@example.com,Bogotá,Cundinamarca,2025-04-13,2025-12-29,batch_import,5,68,2892000.0,4,7154800.0,0.2823,mora,,,,,0.0,0.1762,,Transferencia,,RECI52X1WHS0,,0.0,normal,,,rojo,-12,45,0.8074,0.7722,0.7701,2,0.8636,0.0838,0.565,0.0985,30,no,no,45,94,0,0,0,llamada,noche,es,no,sí,no,84,empresa,0.1747,133300.0,Renueva 2026,callcenter,linkedin,organic,renewals,llamada,2025-12-31,consulta renovación,63,no,baja,en_revision,,2025-12-22,manual,FACTR0MEVA7J,2025-11-06,2025-12-11,sí,2025-10-28,cambio_cobertura,u_operaciones,no,,1,,8.729021,-75.605589,alta,0.7867,Tarjeta,sí,2025-04-19,no,,,7899,,NA,,7173,,,NA,0.8372,,,,,,,flag_no,,,,,tag_b,,,,,0.0668,,,,,,351,,tag_b,,,0.9423,5705,,,,5288,,,4899,0.9863,,5814,,0.0886,,9646,0.2913,,0.3724,NA,,4386,5128
POL4WOZRZUWQF,3372057-99,CLISQIZRJ48L9,natural,1878856264,Juan Gómez,Masivo,Broker,BRKOE23SRB3,Broker Andes,RC,RC General,C,COP,9931600.0,0,basica+asistencia,2024-05-17,2025-05-17,anual,vencida,sí,2025-05-17,perdida,,2113900.0,255200.0,2369100.0,contado,mensual,al_dia,0,0.0,2026-01-04,1,1418200.0,0.5986,66,96,B,ASES004,Carlos Díaz,2025-12-29,contactado,enviar_cotizacion,2026-02-04,Pendiente documentos,+573784327344,juan.gomez87@example.com,Barranquilla,Atlántico,2026-01-17,2026-01-20,core,4,20,11391500.0,1,26716600.0,0.2198,,2025-12-27,2026-01-06,enviada,,0.0,0.1373,Siniestralidad,PSE,BBVA,RECDM5NVA7S5,,0.0,normal,,,rojo,-249,45,0.7947,0.7023,0.8432,2,0.6913,0.1776,0.853,0.372,0,no,sí,61,73,0,0,1,whatsapp,noche,en,sí,no,no,50,persona,0.1587,335500.0,Cross-sell,referido,linkedin,email,brand,email,2025-11-22,cambio cobertura,44,no,alta,completa,,2025-12-29,electrónica,FACD0TWKDW1U,2025-10-30,2025-11-14,no,,,,no,,4,,8.57969,-74.715729,baja,0.0256,Débito,sí,2025-09-21,sí,TCKLVVBA0YPNC,,9848,,,,,,0.4752,0.8546,9509,0.4714,,,flag_no,,9052,,,,,,0.8686,3109,9354,,874,,5798,8655,5340,,flag_si,,,NA,0.2916,,tag_b,,,,0.1288,0.8553,842,6107,,,,,,,,0.5874,6087,,,5058,,,
POLMASMNQLTU3,8990934-83,CLI07BONN443B,natural,216630061,Valentina Herrera,PYME,Digital,,,Autos,Auto Full,B,COP,12544700.0,5%,basica,2024-11-19,2025-02-17,trimestral,vencida,no,,,,1624700.0,262500.0,1887200.0,financiado,trimestral,al_dia,0,0.0,2025-12-11,0,0.0,0.0,77,73,B,ASES002,Juan Pérez,2026-01-16,reagenda,enviar_cotizacion,2026-01-22,Enviar propuesta,+573331123442,valentina.herrera63@example.com,Bucaramanga,Santander,2025-11-15,2026-01-08,batch_import,2,13,2588000.0,6,6563300.0,0.2335,,,,,,0.0,0.11,IPC,Débito automático,Banco de Bogotá,RECP2R61LJXG,,0.0,normal,,,rojo,-338,45,0.8339,0.7282,0.7267,12,0.6401,0.1845,1.632,0.0,0,no,sí,2,67,1,1,0,llamada,,en,sí,sí,sí,76,,0.0,0.0,Cross-sell,web,meta,cpc,brand,email,2026-01-11,pago,63,no,baja,completa,,2025-12-26,manual,FACN20GPW2PO,2025-11-12,2025-12-17,no,,,,sí,datos_inconsistentes,4,mora,7.05201,-77.028041,baja,0.9695,PSE,no,,no,,,0.1002,,,,,,5456,,,7878,,tag_a,1746,0.9322,0.3745,flag_si,,0.0808,1870,tag_a,,,9730,,,,,0.3873,0.6002,,,,,4759,0.5137,,,0.6945,6537,,tag_b,,,5770,746,,,,0.0555,,0.2845,7010,,,NA,0.8192,1764,,
POLP386FSRKQ3,4211770-67,CLIM7X1HXCHYH,natural,496754104,Andrés Rodríguez,Masivo,Broker,BRKN89MRGP8,Broker Capital,Salud,Salud Premium,B,COP,7776000.0,0,basica,2024-06-12,2025-06-12,anual,vencida,no,,,,3269100.0,614700.0,3883800.0,contado,trimestral,al_dia,0,0.0,2026-01-01,0,0.0,0.0,48,47,A,ASES002,Juan Pérez,2025-12-30,reagenda,whatsapp,2026-02-01,,+573954433767,andres.rodriguez96@example.com,Bucaramanga,Santander,2025-03-05,2026-01-08,core,4,111,12653900.0,5,29057800.0,0.4903,siniestralidad,,,,,0.0,0.1299,,Efectivo,Davivienda,RECEW1ZYKSLJ,,0.0,normal,,,rojo,-223,45,0.819,0.6922,0.7352,12,0.7841,0.2668,0.305,0.3547,21,no,sí,55,87,0,0,0,email,,en,sí,sí,no,87,persona,0.0816,266800.0,Cross-sell,broker,linkedin,organic,brand,whatsapp,2026-01-16,,5,sí,baja,incompleta,soat,2025-12-10,manual,FACC6XKNE8IT,2026-01-21,2026-02-04,no,,,,sí,,0,,6.316167,-72.868087,alta,0.23,Transferencia,no,,sí,TCKKL9R84A3ND,,8303,,7978,,,4900,0.8345,,1616,,0.4203,5355,,,,,,tag_b,,,8478,,,0.5771,,,0.8729,,,,,,0.8636,0.3715,7465,tag_a,6310,,,,6187,4287,,9997,8382,,,,,,6186,,tag_b,,,,0.2089,5308,
POLB2158U514D,6816998-88,CLIVJIH4F1XNV,natural,645608350,Laura Díaz,Corporate,Broker,BRKHGRP1CCA,Broker Norte,Cumplimiento,Cumplimiento Contratos,B,COP,4797800.0,$500.000,basica,2025-11-30,2026-11-30,anual,vigente,sí,2026-11-30,pendiente,,1334400.0,162500.0,1496900.0,contado,mensual,al_dia,0,0.0,2025-10-23,0,0.0,0.0,82,85,C,ASES004,Carlos Díaz,2026-01-11,no_interesado,visita,2026-01-22,Revisar mora,+573451840847,laura.diaz8@example.com,Medellín,Antioquia,2025-11-01,2025-12-30,broker,3,92,1866500.0,6,6438500.0,0.0465,,,,,,0.0,0.1392,IPC,Efectivo,Davivienda,RECE4K2V4ZPP,,0.0,normal,,,verde,313,45,0.9115,0.8085,0.8577,1,0.3496,0.1224,0.823,0.0275,37,no,no,16,97,0,1,1,llamada,,es,sí,sí,no,53,,0.1254,167300.0,Cross-sell,referido,linkedin,organic,brand,portal,2025-12-14,,25,no,baja,en_revision,,2025-12-12,,,,,no,,,,no,,4,,9.172372,-76.271231,baja,0.0808,Débito,no,,sí,TCKXKRGJQMNDS,cerrado,,0.6575,4288,,,3514,0.1946,,5432,0.3907,,8624,3785,8525,NA,5931,,0.9466,,3150,flag_no,tag_a,,,,,tag_b,,0.2466,tag_b,NA,2484,tag_a,,tag_b,0.6684,,,,1258,,,,,,,5953,,,0.7401,3677,,,,,,,,0.4481
POLT318YW1DGT,4123967-35,CLIJHRMBL4OTP,natural,418395516,Andrés Díaz,PYME,Directo,,,RC,RC General,Gold,COP,11720400.0,$500.000,ampliada,2025-04-20,2026-04-20,anual,vigente,sí,2026-04-20,pendiente,,1685500.0,224900.0,1910400.0,financiado,mensual,al_dia,0,0.0,2025-10-19,0,0.0,0.0,87,75,C,ASES005,María Torres,2026-01-09,contactado,llamar,2026-02-01,Cliente solicita ajuste de cobertura,+573381533887,andres.diaz35@example.com,Cali,Valle del Cauca,2025-10-02,2026-01-11,batch_import,3,82,9343700.0,6,19399300.0,0.2964,mora,,,,,0.0,0.07,,Transferencia,Davivienda,RECGZDKMQ9UQ,,0.0,normal,,,verde,89,45,0.9073,0.7842,0.8835,8,0.5215,0.2092,1.338,0.6753,31,no,sí,51,57,0,0,0,whatsapp,tarde,es,no,no,sí,55,,0.0,0.0,Renueva 2026,,linkedin,cpc,,portal,2025-12-21,,51,no,baja,en_revision,,2025-11-10,electrónica,FACY899E6UU3,2025-10-26,2025-12-04,no,,,,no,,0,,9.960442,-73.768838,baja,0.6605,Débito,sí,2026-01-17,sí,TCKFDMR6SOH7Q,cerrado,,0.1379,6691,NA,,0.5912,,0.3148,0.0523,,,,0.9487,,6637,,0.6415,,4146,0.8769,,6595,4754,1280,,,,3357,2357,,679,8942,tag_a,,9959,,,,,0.6761,,,,,2765,,0.357,tag_b,,,flag_si,0.5127,0.6757,,,,9580,,
POLJ6GOQLJHU5,5787890-53,CLIACIJWZ8Y62,natural,1564560593,Valentina Herrera,Masivo,Directo,,,Salud,Salud Complementaria,C,COP,14806100.0,$500.000,ampliada,2024-06-29,2024-12-26,semestral,vencida,sí,2024-12-26,pendiente,,2149600.0,352600.0,2502200.0,contado,mensual,al_dia,0,0.0,2025-10-27,0,0.0,0.0,56,65,B,ASES002,Juan Pérez,2025-12-16,no_interesado,whatsapp,2026-02-01,,+573014078363,valentina.herrera38@example.com,Barranquilla,Atlántico,2025-04-21,2026-01-20,batch_import,1,16,14209300.0,2,42521200.0,0.0,,,,,,0.0,0.1529,Siniestralidad,Transferencia,Banco de Bogotá,RECSGUTTFL9N,,0.0,normal,,,rojo,-391,45,0.9595,0.8564,0.8543,11,0.8922,0.0701,0.644,0.1485,1,no,no,16,61,0,1,0,llamada,mañana,en,sí,sí,sí,73,,0.0,0.0,Winback,web,linkedin,cpc,q1_2026,portal,2025-12-31,pago,31,no,alta,incompleta,cedula,2026-01-04,,,,,no,,,,sí,recaudo,3,,3.019637,-75.213588,media,0.7283,PSE,no,,sí,TCKLXQRMQ1HDE,abierto,,0.4063,,,0.1668,,,,0.0231,,0.1334,,,,,,,,0.6546,,,3235,,,,480,tag_a,1925,,,,,0.8023,7079,,,,0.9882,5385,,tag_a,,,3482,,,,,3063,0.3464,9308,,,0.5994,,,,,5677
POLJQH5QMDHRA,4180493-93,CLIK8KF780CKF,natural,257018466,Camila Herrera,PYME,Broker,BRKZC21UNC7,Broker Norte,Vida,Vida Individual,Platinum,COP,6461900.0,5%,ampliada,2026-01-12,2026-07-11,semestral,vigente,sí,2026-07-11,en_gestion,,2755200.0,447300.0,3202500.0,contado,anual,al_dia,0,0.0,2025-10-08,0,0.0,0.0,60,68,C,ASES004,Carlos Díaz,2026-01-02,no_contactado,enviar_cotizacion,2026-01-26,Enviar propuesta,+573109740978,camila.herrera3@example.com,Cali,Valle del Cauca,2025-10-17,2026-01-09,batch_import,2,40,9445300.0,6,29919600.0,0.1634,,,,,,0.0,0.1472,Siniestralidad,Transferencia,BBVA,RECY7HRS7R8R,,0.0,normal,,,verde,171,45,0.7344,0.636,0.943,12,0.8018,0.1227,0.0,0.6084,10,no,no,36,100,0,1,0,whatsapp,mañana,es,sí,sí,sí,84,,0.1379,379900.0,Cross-sell,web,,cpc,renewals,portal,2025-12-10,cambio cobertura,16,sí,baja,en_revision,certificado_bancario,2026-01-12,manual,FAC4KDTE0M89,2026-01-16,2026-02-08,no,,,,no,,1,siniestro,5.401817,-74.578898,baja,0.4082,Transferencia,sí,2025-11-02,no,,,tag_b,,,,,0.6467,,,,3646,,7907,1166,,,,,0.9528,,,,0.7946,,5415,1595,2282,2524,flag_si,,,,,,3646,,,1107,,,,0.04,8144,0.3323,,0.4705,,9856,,7664,,,,,,4801,,6278,0.3145,0.7002
POLUKUWVZFGVC,4497818-11,CLISMJAO3NCY9,natural,593438505,Miguel Torres,Masivo,Broker,BRK3DGYW2DC,Broker Norte,Cumplimiento,Cumplimiento Judicial,C,COP,2150100.0,5%,basica,2024-10-01,2025-10-01,anual,cancelada,no,,,,2192600.0,352000.0,2544600.0,financiado,anual,al_dia,0,0.0,2025-10-17,1,989600.0,0.3889,61,71,B,ASES001,Laura Gómez,2025-12-12,no_interesado,whatsapp,2026-02-04,Enviar propuesta,+573990087747,miguel.torres83@example.com,Medellín,Antioquia,2025-02-22,2025-12-22,core,2,57,3776400.0,5,5974300.0,0.3415,siniestralidad,,,,,0.0,0.0173,Siniestralidad,PSE,BBVA,REC991K8BKI5,,0.0,normal,,,rojo,-112,45,0.9503,0.8085,0.952,7,0.6004,0.0428,1.088,0.3226,40,no,no,25,80,0,0,0,email,noche,es,no,sí,sí,67,,0.0541,118600.0,,referido,linkedin,cpc,brand,whatsapp,2025-11-22,cambio cobertura,30,no,alta,completa,,2025-11-18,electrónica,FACHA6LZKBR7,2025-12-30,2026-02-04,no,,,,no,,0,,8.13296,-76.347826,alta,0.0304,Tarjeta,sí,2025-07-21,sí,TCKSDPLS9EK1Z,,1612,8612,,,flag_si,,,,4095,0.3991,9700,NA,,1595,0.4479,NA,,,,,0.8513,,0.7757,,,,2950,,0.2881,4499,0.324,,7534,NA,,8712,,,0.6789,5703,flag_si,4186,,NA,,flag_no,flag_no,,,,,,0.5632,,3834,,0.1622,,8724
